movieId,title,rating_count,rating_mean,imdbId,tmdbId
69844,Harry Potter and the Half-Blood Prince (2009),58,3.8879310344827585,417741,767.0
70286,District 9 (2009),65,3.776923076923077,1136608,17654.0
71535,Zombieland (2009),53,3.8773584905660377,1156398,19908.0
72998,Avatar (2009),97,3.6030927835051543,499549,19995.0
73017,Sherlock Holmes (2009),58,3.853448275862069,988045,10528.0
74458,Shutter Island (2010),67,4.022388059701493,1130884,11324.0
76093,How to Train Your Dragon (2010),53,3.943396226415094,892769,10191.0
78499,Toy Story 3 (2010),55,4.109090909090909,435761,10193.0
79132,Inception (2010),143,4.066433566433567,1375666,27205.0
80463,"Social Network, The (2010)",57,3.8859649122807016,1285016,37799.0
81845,"King's Speech, The (2010)",58,4.043103448275862,1504320,45269.0
89745,"Avengers, The (2012)",69,3.869565217391304,848228,24428.0
91500,The Hunger Games (2012),54,3.435185185185185,1392170,70160.0
91529,"Dark Knight Rises, The (2012)",76,3.993421052631579,1345836,49026.0
99114,Django Unchained (2012),71,3.943661971830986,1853728,68718.0
106782,"Wolf of Wall Street, The (2013)",54,3.9166666666666665,993846,106646.0
109374,"Grand Budapest Hotel, The (2014)",52,3.7788461538461537,2278388,120467.0
109487,Interstellar (2014),73,3.993150684931507,816692,157336.0
112852,Guardians of the Galaxy (2014),59,4.0508474576271185,2015381,118340.0
122904,Deadpool (2016),54,3.8333333333333335,1431045,293660.0
